Threads	Scale	NumSpheres	Timesteps	Total Time	Total Collisions	Wall Collisions	Sphere Collisions	Total Checks	Avg. Checks per Timestep	Avg. Timesteps per Second	Avg. Milliseconds per Timestep	Time Dilation	Total Threads
2	32	2	1920	0.0390952	15	15	0	3840	2	49110.9	0.0203621	767.358	2	
2	32	4	1920	0.0223217	69	69	0	7680	4	86015	0.0116259	1343.98	2	
2	32	8	1920	0.0308596	108	108	0	15360	8	62217.3	0.0160727	972.145	2	
2	32	16	1920	0.0279684	178	178	0	30720	16	68648.9	0.0145669	1072.64	2	
2	32	32	1920	0.0297698	360	360	0	61440	32	64495	0.0155051	1007.73	2	
2	32	64	1920	0.039007	696	696	0	122880	64	49221.9	0.0203161	769.093	2	
2	32	128	1920	0.0391074	1400	1395	5	245760	128	49095.6	0.0203684	767.118	2	
2	32	256	1920	0.0980343	2891	2873	18	491520	256	19585	0.0510595	306.015	2	
2	32	512	1920	0.240076	5870	5795	75	983040	512	7997.47	0.125039	124.961	2	
2	32	1024	1920	0.8028	11955	11629	326	1966080	1024	2391.63	0.418125	37.3692	2	
2	32	2048	1920	1.62664	25110	23807	1303	3932160	2048	1180.35	0.847207	18.443	2	
2	64	1	1920	0.0213141	5	5	0	1920	1	90081.4	0.0111011	1407.52	2	
2	64	2	1920	0.0205717	10	10	0	3840	2	93331.9	0.0107144	1458.31	2	
2	64	4	1920	0.0227153	47	47	0	7680	4	84524.6	0.0118309	1320.7	2	
2	64	8	1920	0.0325305	72	72	0	15360	8	59021.5	0.016943	922.211	2	
2	64	16	1920	0.0216182	112	112	0	30720	16	88814.1	0.0112595	1387.72	2	
2	64	32	1920	0.0367626	233	233	0	61440	32	52227	0.0191472	816.046	2	
2	64	64	1920	0.0396384	444	444	0	122880	64	48437.9	0.020645	756.842	2	
2	64	128	1920	0.0505801	879	878	1	245760	128	37959.6	0.0263438	593.119	2	
2	64	256	1920	0.0873652	1876	1873	3	491520	256	21976.7	0.0455027	343.386	2	
2	64	512	1920	0.185565	3640	3624	16	983040	512	10346.8	0.0966486	161.668	2	
2	64	1024	1920	0.68994	7408	7352	56	1966080	1024	2782.85	0.359344	43.4821	2	
2	64	2048	1920	1.91692	15125	14932	193	3932160	2048	1001.61	0.998394	15.6501	2	
2	128	1	1920	0.0258603	2	2	0	1920	1	74245.1	0.0134689	1160.08	2	
2	128	2	1920	0.0285404	5	5	0	3840	2	67273.1	0.0148648	1051.14	2	
2	128	4	1920	0.0344903	30	30	0	7680	4	55667.9	0.0179637	869.811	2	
2	128	8	1920	0.0314121	45	45	0	15360	8	61122.9	0.0163605	955.046	2	
2	128	16	1920	0.0319753	71	71	0	30720	16	60046.3	0.0166538	938.224	2	
2	128	32	1920	0.0408921	150	150	0	61440	32	46952.9	0.021298	733.638	2	
2	128	64	1920	0.0409691	285	285	0	122880	64	46864.6	0.0213381	732.26	2	
2	128	128	1920	0.0522391	549	548	1	245760	128	36754.1	0.0272079	574.282	2	
2	128	256	1920	0.0623262	1206	1204	2	491520	256	30805.7	0.0324615	481.339	2	
2	128	512	1920	0.184411	2340	2337	3	983040	512	10411.5	0.0960472	162.68	2	
2	128	1024	1920	0.503754	4733	4726	7	1966080	1024	3811.38	0.262372	59.5529	2	
2	128	2048	1920	1.37616	9534	9515	19	3932160	2048	1395.18	0.716751	21.7998	2	
3	1	1	1920	0.0573933	121	121	0	1920	1	33453.4	0.0298923	522.709	3	
3	1	2	1920	0.051347	221	216	5	3840	2	37392.7	0.0267432	584.261	3	
3	1	4	1920	0.0543465	442	393	49	7680	4	35328.9	0.0283055	552.013	3	
3	1	8	1920	0.0512544	1149	1006	143	15360	8	37460.2	0.026695	585.316	3	
3	1	16	1920	0.0639142	2555	1845	710	30720	16	30040.3	0.0332887	469.379	3	
3	1	32	1920	0.0541801	6887	4298	2589	61440	32	35437.4	0.0282188	553.709	3	
3	1	64	1920	0.196466	23235	10619	12616	122880	64	9772.69	0.102326	152.698	3	
3	1	128	1920	0.545251	92608	30047	62561	245760	128	3521.32	0.283985	55.0206	3	
3	1	256	1920	1.33066	306994	84918	222076	491520	256	1442.89	0.693053	22.5452	3	
3	1	512	1920	3.0061	746074	189755	556319	983040	512	638.701	1.56568	9.9797	3	
3	1	1024	1920	8.03048	1538521	380296	1158225	1966080	1024	239.089	4.18254	3.73577	3	
3	1	2048	1920	20.7545	3060455	856556	2203899	3932160	2048	92.5101	10.8096	1.44547	3	
3	2	1	1920	0.0323324	72	72	0	1920	1	59383.2	0.0168398	927.863	3	
3	2	2	1920	0.0427472	124	122	2	3840	2	44915.2	0.0222642	701.8	3	
3	2	4	1920	0.0573893	261	258	3	7680	4	33455.7	0.0298902	522.746	3	
3	2	8	1920	0.0533831	657	619	38	15360	8	35966.5	0.0278037	561.976	3	
3	2	16	1920	0.0412104	1238	1093	145	30720	16	46590.2	0.0214638	727.971	3	
3	2	32	1920	0.0573436	2661	2244	417	61440	32	33482.4	0.0298665	523.162	3	
3	2	64	1920	0.086525	6619	4812	1807	122880	64	22190.1	0.0450651	346.721	3	
3	2	128	1920	0.251446	19440	11076	8364	245760	128	7635.83	0.130962	119.31	3	
3	2	256	1920	0.902079	70335	28497	41838	491520	256	2128.42	0.469833	33.2565	3	
3	2	512	1920	2.69527	282176	74648	207528	983040	512	712.359	1.40379	11.1306	3	
3	2	1024	1920	11.0938	998698	191522	807176	1966080	1024	173.069	5.77804	2.70421	3	
3	2	2048	1920	38.1942	2678130	465074	2213056	3932160	2048	50.2695	19.8928	0.78546	3	
3	4	1	1920	0.0564898	36	36	0	1920	1	33988.5	0.0294218	531.07	3	
3	4	2	1920	0.0380135	77	77	0	3840	2	50508.4	0.0197987	789.194	3	
3	4	4	1920	0.0481044	217	217	0	7680	4	39913.2	0.0250544	623.643	3	
3	4	8	1920	0.0521527	383	370	13	15360	8	36814.9	0.0271629	575.233	3	
3	4	16	1920	0.0453783	762	732	30	30720	16	42311	0.0236345	661.109	3	
3	4	32	1920	0.0500949	1494	1421	73	61440	32	38327.3	0.0260911	598.864	3	
3	4	64	1920	0.0670518	3248	2915	333	122880	64	28634.6	0.0349228	447.415	3	
3	4	128	1920	0.112527	6981	5767	1214	245760	128	17062.5	0.0586081	266.602	3	
3	4	256	1920	0.248216	17167	12146	5021	491520	256	7735.19	0.129279	120.862	3	
3	4	512	1920	1.17943	51191	28108	23083	983040	512	1627.91	0.614286	25.4361	3	
3	4	1024	1920	4.68073	193255	75087	118168	1966080	1024	410.192	2.43788	6.40925	3	
3	4	2048	1920	27.4416	872986	207223	665763	3932160	2048	69.9668	14.2925	1.09323	3	
3	8	1	1920	0.0545201	20	20	0	1920	1	35216.4	0.0283959	550.256	3	
3	8	2	1920	0.0587544	46	46	0	3840	2	32678.4	0.0306012	510.6	3	
3	8	4	1920	0.0527529	148	148	0	7680	4	36396.1	0.0274755	568.689	3	
3	8	8	1920	0.0634854	242	241	1	15360	8	30243.2	0.0330653	472.549	3	
3	8	16	1920	0.0596533	437	432	5	30720	16	32186	0.0310694	502.906	3	
3	8	32	1920	0.0631792	943	923	20	61440	32	30389.7	0.0329058	474.84	3	
3	8	64	1920	0.0691026	1720	1670	50	122880	64	27784.8	0.0359909	434.137	3	
3	8	128	1920	0.101215	3842	3584	258	245760	128	18969.6	0.0527159	296.4	3	
3	8	256	1920	0.214776	7758	6958	800	491520	256	8939.54	0.111863	139.68	3	
3	8	512	1920	0.70944	18294	14766	3528	983040	512	2706.36	0.3695	42.2869	3	
3	8	1024	1920	2.28375	42455	30112	12343	1966080	1024	840.723	1.18945	13.1363	3	
3	8	2048	1920	6.60041	123407	66841	56566	3932160	2048	290.891	3.43772	4.54517	3	
3	16	1	1920	0.0592478	11	11	0	1920	1	32406.3	0.0308582	506.348	3	
3	16	2	1920	0.060529	27	27	0	3840	2	31720.4	0.0315255	495.631	3	
3	16	4	1920	0.0577274	105	105	0	7680	4	33259.8	0.0300664	519.684	3	
3	16	8	1920	0.060017	168	167	1	15360	8	31990.9	0.0312588	499.859	3	
3	16	16	1920	0.0660042	280	279	1	30720	16	29089.1	0.0343772	454.516	3	
3	16	32	1920	0.0662838	576	572	4	61440	32	28966.4	0.0345228	452.599	3	
3	16	64	1920	0.0623382	1128	1117	11	122880	64	30799.7	0.0324678	481.246	3	
3	16	128	1920	0.0819427	2287	2252	35	245760	128	23431	0.0426785	366.11	3	
3	16	256	1920	0.151746	4844	4704	140	491520	256	12652.7	0.0790345	197.698	3	
3	16	512	1920	0.413205	9498	8935	563	983040	512	4646.61	0.215211	72.6032	3	
3	16	1024	1920	1.34366	20436	18370	2066	1966080	1024	1428.93	0.699823	22.3271	3	
3	16	2048	1920	3.54414	45141	36736	8405	3932160	2048	541.74	1.8459	8.46468	3	
3	32	1	1920	0.061236	6	6	0	1920	1	31354.1	0.0318937	489.908	3	
3	32	2	1920	0.0562076	15	15	0	3840	2	34159.1	0.0292748	533.736	3	
3	32	4	1920	0.0656168	69	69	0	7680	4	29260.8	0.0341754	457.2	3	
3	32	8	1920	0.0662546	108	108	0	15360	8	28979.1	0.0345076	452.799	3	
3	32	16	1920	0.0795977	178	178	0	30720	16	24121.3	0.0414571	376.896	3	
3	32	32	1920	0.0606887	360	360	0	61440	32	31636.8	0.0316087	494.326	3	
3	32	64	1920	0.0642867	696	696	0	122880	64	29866.2	0.0334827	466.659	3	
3	32	128	1920	0.0723106	1398	1394	4	245760	128	26552.1	0.0376618	414.877	3	
3	32	256	1920	0.129371	2880	2865	15	491520	256	14841	0.067381	231.89	3	
3	32	512	1920	0.333279	5858	5780	78	983040	512	5760.94	0.173583	90.0147	3	
3	32	1024	1920	0.951351	12032	11705	327	1966080	1024	2018.18	0.495495	31.5341	3	
3	32	2048	1920	2.50417	25077	23734	1343	3932160	2048	766.721	1.30426	11.98	3	
3	64	1	1920	0.0644936	5	5	0	1920	1	29770.4	0.0335904	465.162	3	
3	64	2	1920	0.0577184	10	10	0	3840	2	33265	0.0300617	519.765	3	
3	64	4	1920	0.0604784	47	47	0	7680	4	31746.9	0.0314991	496.045	3	
3	64	8	1920	0.0594171	72	72	0	15360	8	32314	0.0309464	504.906	3	
3	64	16	1920	0.0637029	112	112	0	30720	16	30139.9	0.0331786	470.936	3	
3	64	32	1920	0.0641344	233	233	0	61440	32	29937.1	0.0334033	467.768	3	
3	64	64	1920	0.063284	444	444	0	122880	64	30339.4	0.0329604	474.054	3	
3	64	128	1920	0.0715265	879	878	1	245760	128	26843.2	0.0372534	419.425	3	
3	64	256	1920	0.110688	1876	1873	3	491520	256	17346	0.0576501	271.031	3	
3	64	512	1920	0.26814	3639	3621	18	983040	512	7160.45	0.139656	111.882	3	
3	64	1024	1920	0.71358	7403	7344	59	1966080	1024	2690.66	0.371656	42.0415	3	
3	64	2048	1920	1.90196	15091	14898	193	3932160	2048	1009.48	0.990606	15.7732	3	
3	128	1	1920	0.063222	2	2	0	1920	1	30369.2	0.0329281	474.518	3	
3	128	2	1920	0.0647397	5	5	0	3840	2	29657.2	0.0337186	463.394	3	
3	128	4	1920	0.0603687	30	30	0	7680	4	31804.5	0.0314421	496.946	3	
3	128	8	1920	0.0621844	45	45	0	15360	8	30875.9	0.0323877	482.436	3	
3	128	16	1920	0.0617664	71	71	0	30720	16	31084.9	0.03217	485.701	3	
3	128	32	1920	0.0605179	150	150	0	61440	32	31726.1	0.0315198	495.721	3	
3	128	64	1920	0.0602778	285	285	0	122880	64	31852.5	0.0313947	497.696	3	
3	128	128	1920	0.0782703	549	548	1	245760	128	24530.4	0.0407658	383.287	3	
3	128	256	1920	0.106215	1205	1204	1	491520	256	18076.5	0.0553204	282.446	3	
3	128	512	1920	0.192462	2339	2337	2	983040	512	9976.01	0.10024	155.875	3	
3	128	1024	1920	0.514687	4729	4723	6	1966080	1024	3730.43	0.268066	58.2879	3	
3	128	2048	1920	1.39933	9542	9519	23	3932160	2048	1372.09	0.728817	21.4389	3	
4	1	1	1920	0.0818497	121	121	0	1920	1	23457.6	0.04263	366.526	4	
4	1	2	1920	0.0862532	205	201	4	3840	2	22260.1	0.0449235	347.813	4	
4	1	4	1920	0.0816429	412	386	26	7680	4	23517	0.0425223	367.454	4	
4	1	8	1920	0.0920483	1047	895	152	15360	8	20858.6	0.0479418	325.916	4	
4	1	16	1920	0.0901769	2668	1995	673	30720	16	21291.5	0.0469672	332.679	4	
4	1	32	1920	0.103291	6844	4180	2664	61440	32	18588.3	0.0537972	290.442	4	
4	1	64	1920	0.14621	22794	10392	12402	122880	64	13131.8	0.0761512	205.184	4	
4	1	128	1920	0.62025	91848	29553	62295	245760	128	3095.53	0.323047	48.3676	4	
4	1	256	1920	1.91525	309088	82240	226848	491520	256	1002.48	0.997524	15.6638	4	
4	1	512	1920	3.86519	748558	185726	562832	983040	512	496.742	2.01312	7.76159	4	
4	1	1024	1920	6.40087	1539145	379526	1159619	1966080	1024	299.959	3.33378	4.68687	4	
4	1	2048	1920	16.5054	3068941	884718	2184223	3932160	2048	116.325	8.59657	1.81759	4	
4	2	1	1920	0.0866416	72	72	0	1920	1	22160.2	0.0451258	346.254	4	
4	2	2	1920	0.0870444	124	122	2	3840	2	22057.7	0.0453356	344.652	4	
4	2	4	1920	0.0796573	312	309	3	7680	4	24103.3	0.0414882	376.614	4	
4	2	8	1920	0.0824977	555	525	30	15360	8	23273.4	0.0429676	363.646	4	
4	2	16	1920	0.0850254	1228	1094	134	30720	16	22581.5	0.044284	352.836	4	
